job_name,salary,company,work_addr,work_year,education,company_size,state,welfare,modify_time,
java软件开发工程师,10K-15K,深圳市德科信息技术有限公司南京分公司,南京,3-5年,大专,1000-9999人,股份制企业,周末双休/绩效奖金/每年多次调薪/五险一金/节日福利,2019-04-22 09:20:11,
JAVA软件开发工程师,6K-10K,广东涌浪网络技术有限公司,南京-鼓楼区,1-3年,本科,100-499人,其它,五险一金/餐补/带薪年假/高温补贴/周末双休,2019-04-22 10:50:37,
java开发工程师,6K-10K,北京云融天下科技有限公司,南京-建邺区,3-5年,大专,100-499人,民营,五险一金/补充医疗保险/带薪年假/通讯补助/餐补,2019-04-22 15:31:57,
高级Java开发工程师HL18002,8K-12K,鼎捷软件股份有限公司,南京,3-5年,本科,1000-9999人,上市公司,健身俱乐部/五险一金/餐补/通讯补助/带薪年假,2019-04-24 09:05:56,
项目经理（高级JAVA开发）,10K-15K,南京壹佳壹网络科技有限公司,南京,3-5年,大专,100-499人,民营,五险一金/员工旅游/节日福利/弹性工作,2019-04-24 15:11:15,
高级Java开发工程师,12K-20K,南京擎盾信息科技有限公司,南京-雨花台区,1-3年,本科,100-499人,民营,五险一金/绩效奖金/加班补助/节日福利/创业公司,2019-04-23 14:05:55,
java开发工程师,12K-18K,苏州首创嘉净环保科技股份有限公司,南京-浦口区,3-5年,本科,100-499人,股份制企业,五险一金/年底双薪/绩效奖金/带薪年假/免费班车,2019-04-22 14:36:44,
Java开发工程师,6K-10K, 北京世纪安图数码科技发展有限责任公司 ,南京,3-5年,本科,100-499人,合资,餐补/带薪年假/节日福利/周末双休/绩效奖金,2019-04-23 11:16:05,
JAVA开发工程师/JAVA程序员,8K-16K,北京思诺博信息技术股份有限公司,南京,3-5年,本科,100-499人,合资,节日福利/五险一金/年底双薪/绩效奖金/通讯补助,2019-04-24 15:45:29,
JAVA开发工程师,7K-14K,厦门至恒融兴信息技术有限公司上海分公司,南京,不限,本科,500-999人,民营,周末双休/五险一金/年底双薪/股票期权/餐补,2019-04-22 15:04:38,
java开发工程师,6K-8K,北京思迪康泰科技有限公司,南京-建邺区,1年以下,本科,100-499人,合资,五险一金/带薪年假/节日福利,2019-04-24 10:31:49,
JAVA开发工程师,6K-12K,信雅达系统工程股份有限公司,南京,不限,本科,1000-9999人,上市公司,节日福利/五险一金/餐补/带薪年假/定期体检,2019-04-24 14:12:42,
java开发工程师,4K-8K,南京莱克贝尔信息技术有限公司,南京,不限,大专,20-99人,民营,餐补/五险一金/绩效奖金/带薪年假/节日福利,2019-04-24 12:12:19,
JAVA开发工程师,8K-15K,南京唯实科技有限公司,南京-建邺区,1-3年,本科,100-499人,民营,五险一金/年底双薪/绩效奖金/加班补助/交通补助,2019-04-24 09:00:27,
JAVA开发工程师,4.5K-9K,南京大汉网络有限公司,南京-玄武区,不限,本科,500-999人,民营,,2019-04-22 09:22:25,
java开发工程师,8K-15K,南京传众网络科技有限公司,南京-玄武区,3-5年,不限,20-99人,民营,五险一金/节日福利/餐补/交通补助,2019-04-24 09:55:29,
java中级开发工程师,8K-12K,南京正大天晴制药有限公司,南京,3-5年,大专,1000-9999人,合资,五险一金/周末双休/交通补助/免费班车/高温补贴,2019-04-24 08:31:26,
Java 后端开发工程师,12K-24K,南京神行信息科技有限公司,南京,3-5年,本科,20-99人,民营,周末双休/节日福利/餐补/员工旅游/股票期权,2019-04-22 07:11:16,
java开发/web前端软件开发工程师,3K-6K,南京新思软件设计有限公司,南京,不限,大专,100-499人,民营,五险一金/年底双薪/全勤奖/包住/绩效奖金,2019-04-24 16:50:49,
java开发工程师（南京）,6K-8K,江苏国泰新点软件有限公司,南京,不限,大专,1000-9999人,其它,,2019-04-24 16:04:43,
java开发工程师,15K-20K,珠海派诺科技股份有限公司,南京,5-10年,大专,500-999人,民营,节日福利/五险一金/交通补助/餐补/定期体检,2019-04-22 12:50:51,
南京-Java开发工程师,薪资面议,东方财富信息股份有限公司,南京-雨花台区,3-5年,本科,1000-9999人,上市公司,周末双休/节日福利/定期团建/五险一金,2019-04-24 17:56:02,
